relation	column	type	references	description	version
foreign_servers	foreign_server_catalog	sql_identifier		Name of the database that the foreign server is defined in (always the current database)	8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
foreign_servers	foreign_server_name	sql_identifier		Name of the foreign server	8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
foreign_servers	foreign_server_type	character_data		Foreign server type information, if specified upon creation	8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
foreign_servers	foreign_server_version	character_data		Foreign server version information, if specified upon creation	8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
foreign_table-options	foreign_table_catalog	sql_identifier		Name of the database that contains the foreign table (always the current database)	9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
foreign_table-options	foreign_table_name	sql_identifier		Name of the foreign table	9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
foreign_table-options	foreign_table_schema	sql_identifier		Name of the schema that contains the foreign table	9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
foreign_table-options	option_name	sql_identifier		Name of an option	9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
foreign_table-options	option_value	character_data		Value of the option	9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
foreign_tables	foreign_server_catalog	sql_identifier		Name of the database that the foreign server is defined in (always the current database)	9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
foreign_tables	foreign_server_name	sql_identifier		Name of the foreign server	9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
foreign_tables	foreign_table_catalog	sql_identifier		Name of the database that the foreign table is defined in (always the current database)	9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
foreign_tables	foreign_table_name	sql_identifier		Name of the foreign table	9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
foreign_tables	foreign_table_schema	sql_identifier		Name of the schema that contains the foreign table	9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
information_schema-catalog-name	catalog_name	sql_identifier		Name of the database that contains this information schema	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
key_column-usage	column_name	sql_identifier		Name of the column that is restricted by some constraint	7.4,8.0,8.1
key_column-usage	column_name	sql_identifier		Name of the column that is restricted by this constraint	8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
key_column-usage	constraint_catalog	sql_identifier		Name of the database that contains the constraint (always the current database)	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
key_column-usage	constraint_name	sql_identifier		Name of the constraint	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
key_column-usage	constraint_schema	sql_identifier		Name of the schema that contains the constraint	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
key_column-usage	ordinal_position	cardinal_number		Ordinal position of the column within the constraint key (count starts at 1)	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
key_column-usage	position_in_unique_constraint	cardinal_number		For a foreign-key constraint, ordinal position of the referenced column within its unique constraint (count starts at 1); otherwise null	8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
key_column-usage	table_catalog	sql_identifier		Name of the database that contains the table that contains the column that is restricted by some constraint (always the current database)	7.4,8.0,8.1
key_column-usage	table_catalog	sql_identifier		Name of the database that contains the table that contains the column that is restricted by this constraint (always the current database)	8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
key_column-usage	table_name	sql_identifier		Name of the table that contains the column that is restricted by some constraint	7.4,8.0,8.1
key_column-usage	table_name	sql_identifier		Name of the table that contains the column that is restricted by this constraint	8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
key_column-usage	table_schema	sql_identifier		Name of the schema that contains the table that contains the column that is restricted by some constraint	7.4,8.0,8.1
key_column-usage	table_schema	sql_identifier		Name of the schema that contains the table that contains the column that is restricted by this constraint	8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
parameters	as_locator	character_data		Applies to a feature not available in PostgreSQL	7.4,8.0,8.1,8.2,8.3,8.4
parameters	as_locator	yes_or_no		Applies to a feature not available in PostgreSQL	9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
parameters	character_maximum_length	cardinal_number		Always null, since this information is not applied to parameter data types in PostgreSQL	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
parameters	character_octet_length	cardinal_number		Always null, since this information is not applied to parameter data types in PostgreSQL	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
parameters	character_set_catalog	sql_identifier		Applies to a feature not available in PostgreSQL	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
parameters	character_set_name	sql_identifier		Applies to a feature not available in PostgreSQL	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
parameters	character_set_schema	sql_identifier		Applies to a feature not available in PostgreSQL	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
parameters	collation_catalog	sql_identifier		Always null, since this information is not applied to parameter data types in PostgreSQL	9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
parameters	collation_catalog	sql_identifier		Applies to a feature not available in PostgreSQL	7.4,8.0,8.1,8.2,8.3,8.4,9.0
parameters	collation_name	sql_identifier		Always null, since this information is not applied to parameter data types in PostgreSQL	9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
parameters	collation_name	sql_identifier		Applies to a feature not available in PostgreSQL	7.4,8.0,8.1,8.2,8.3,8.4,9.0
parameters	collation_schema	sql_identifier		Always null, since this information is not applied to parameter data types in PostgreSQL	9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
parameters	collation_schema	sql_identifier		Applies to a feature not available in PostgreSQL	7.4,8.0,8.1,8.2,8.3,8.4,9.0
parameters	data_type	character_data		Data type of the parameter, if it is a built-in type, or ARRAY if it is some array (in that case, see the view element_types), else USER-DEFINED (in that case, the type is identified in udt_name and associated columns)	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
parameters	datetime_precision	cardinal_number		Always null, since this information is not applied to parameter data types in PostgreSQL	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
parameters	dtd_identifier	sql_identifier		An identifier of the data type descriptor of the parameter, unique among the data type descriptors pertaining to the function. This is mainly useful for joining with other instances of such identifiers. (The specific format of the identifier is not defined and not guaranteed to remain the same in future versions.)	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
parameters	interval_precision	cardinal_number		Always null, since this information is not applied to parameter data types in PostgreSQL	9.2,9.3,9.4,9.5,9.6,10,11,12,13
parameters	interval_precision	character_data		Always null, since this information is not applied to parameter data types in PostgreSQL	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1
parameters	interval_type	character_data		Always null, since this information is not applied to parameter data types in PostgreSQL	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
parameters	is_result	character_data		Applies to a feature not available in PostgreSQL	7.4,8.0,8.1,8.2,8.3,8.4
parameters	is_result	yes_or_no		Applies to a feature not available in PostgreSQL	9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
parameters	maximum_cardinality	cardinal_number		Always null, because arrays always have unlimited maximum cardinality in PostgreSQL	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
parameters	numeric_precision	cardinal_number		Always null, since this information is not applied to parameter data types in PostgreSQL	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
parameters	numeric_precision_radix	cardinal_number		Always null, since this information is not applied to parameter data types in PostgreSQL	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
parameters	numeric_scale	cardinal_number		Always null, since this information is not applied to parameter data types in PostgreSQL	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
parameters	ordinal_position	cardinal_number		Ordinal position of the parameter in the argument list of the function (count starts at 1)	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
parameters	parameter_default	character_data		The default expression of the parameter, or null if none or if the function is not owned by a currently enabled role	9.4,9.5,9.6,10,11,12,13
parameters	parameter_mode	character_data		Always IN, meaning input parameter (in the future there might be other parameter modes)	8.0,8.1
parameters	parameter_mode	character_data		Always IN, meaning input parameter (In the future there might be other parameter modes.)	7.4
parameters	parameter_mode	character_data		IN for input parameter, OUT for output parameter, and INOUT for input/output parameter	8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
parameters	parameter_name	sql_identifier		Always null, since PostgreSQL does not support named parameters	7.4
parameters	parameter_name	sql_identifier		Name of the parameter, or null if the parameter has no name	8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
parameters	scope_catalog	sql_identifier		Applies to a feature not available in PostgreSQL	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
parameters	scope_name	sql_identifier		Applies to a feature not available in PostgreSQL	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
parameters	scope_schema	sql_identifier		Applies to a feature not available in PostgreSQL	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
parameters	specific_catalog	sql_identifier		Name of the database containing the function (always the current database)	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
parameters	specific_name	sql_identifier		The "specific name" of the function. See Section 30.26 for more information	8.0
parameters	specific_name	sql_identifier		The "specific name" of the function. See Section 31.26 for more information	8.1
parameters	specific_name	sql_identifier		The "specific name" of the function. See Section 32.26 for more information	7.4
parameters	specific_name	sql_identifier		The "specific name" of the function. See Section 32.29 for more information	8.2
parameters	specific_name	sql_identifier		The "specific name" of the function. See Section 33.29 for more information	8.3
parameters	specific_name	sql_identifier		The "specific name" of the function. See Section 33.33 for more information	8.4
parameters	specific_name	sql_identifier		The "specific name" of the function. See Section 34.33 for more information	9.0
parameters	specific_name	sql_identifier		The "specific name" of the function. See Section 34.38 for more information	9.1
parameters	specific_name	sql_identifier		The "specific name" of the function. See Section 34.40 for more information	9.2,9.3,9.4,9.5
parameters	specific_name	sql_identifier		The "specific name" of the function. See Section 35.40 for more information	9.6
parameters	specific_name	sql_identifier		The "specific name" of the function. See Section 36.40 for more information	10
parameters	specific_name	sql_identifier		The "specific name" of the function. See Section 36.41 for more information	12,13
parameters	specific_name	sql_identifier		The "specific name" of the function. See Section 37.40 for more information	11
parameters	specific_schema	sql_identifier		Name of the schema containing the function	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
parameters	udt_catalog	sql_identifier		Name of the database that the data type of the parameter is defined in (always the current database)	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
parameters	udt_name	sql_identifier		Name of the data type of the parameter	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
parameters	udt_schema	sql_identifier		Name of the schema that the data type of the parameter is defined in	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
referential_constraints	constraint_catalog	sql_identifier		Name of the database containing the constraint (always the current database)	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
referential_constraints	constraint_name	sql_identifier		Name of the constraint	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
referential_constraints	constraint_schema	sql_identifier		Name of the schema containing the constraint	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
referential_constraints	delete_rule	character_data		Delete rule of the foreign key constraint: CASCADE, SET NULL, SET DEFAULT, RESTRICT, or NO ACTION	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
referential_constraints	match_option	character_data		Match option of the foreign key constraint: FULL, PARTIAL, or NONE	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
referential_constraints	unique_constraint_catalog	sql_identifier		Name of the database that contains the unique or primary key constraint that the foreign key constraint references (always the current database)	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
referential_constraints	unique_constraint_name	sql_identifier		Name of the unique or primary key constraint that the foreign key constraint references	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
referential_constraints	unique_constraint_schema	sql_identifier		Name of the schema that contains the unique or primary key constraint that the foreign key constraint references	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
referential_constraints	update_rule	character_data		Update rule of the foreign key constraint: CASCADE, SET NULL, SET DEFAULT, RESTRICT, or NO ACTION	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
role_column-grants	column_name	sql_identifier		Name of the column	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
role_column-grants	grantee	sql_identifier		Name of the group that the privilege was granted to	7.4,8.0,8.1
role_column-grants	grantee	sql_identifier		Name of the role that the privilege was granted to	8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
role_column-grants	grantor	sql_identifier		Name of the role that granted the privilege	8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
role_column-grants	grantor	sql_identifier		Name of the user that granted the privilege	7.4,8.0,8.1
role_column-grants	is_grantable	character_data		YES if the privilege is grantable, NO if not	7.4,8.0,8.1,8.2,8.3,8.4
role_column-grants	is_grantable	yes_or_no		YES if the privilege is grantable, NO if not	9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
role_column-grants	privilege_type	character_data		Type of the privilege: SELECT, INSERT, UPDATE, or REFERENCES	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
role_column-grants	table_catalog	sql_identifier		Name of the database that contains the table that contains the column (always the current database)	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
role_column-grants	table_name	sql_identifier		Name of the table that contains the column	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
role_column-grants	table_schema	sql_identifier		Name of the schema that contains the table that contains the column	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
role_routine-grants	grantee	sql_identifier		Name of the group that the privilege was granted to	7.4,8.0,8.1
role_routine-grants	grantee	sql_identifier		Name of the role that the privilege was granted to	8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
role_routine-grants	grantor	sql_identifier		Name of the role that granted the privilege	8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
role_routine-grants	grantor	sql_identifier		Name of the user that granted the privilege	7.4,8.0,8.1
role_routine-grants	is_grantable	character_data		YES if the privilege is grantable, NO if not	7.4,8.0,8.1,8.2,8.3,8.4
role_routine-grants	is_grantable	yes_or_no		YES if the privilege is grantable, NO if not	9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
role_routine-grants	privilege_type	character_data		Always EXECUTE (the only privilege type for functions)	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
role_routine-grants	routine_catalog	sql_identifier		Name of the database containing the function (always the current database)	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
role_routine-grants	routine_name	sql_identifier		Name of the function (may be duplicated in case of overloading)	7.4,8.0,8.1,8.2
role_routine-grants	routine_name	sql_identifier		Name of the function (might be duplicated in case of overloading)	8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
role_routine-grants	routine_schema	sql_identifier		Name of the schema containing the function	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
role_routine-grants	specific_catalog	sql_identifier		Name of the database containing the function (always the current database)	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
role_routine-grants	specific_name	sql_identifier		The "specific name" of the function. See Section 30.26 for more information	8.0
role_routine-grants	specific_name	sql_identifier		The "specific name" of the function. See Section 31.26 for more information	8.1
role_routine-grants	specific_name	sql_identifier		The "specific name" of the function. See Section 32.26 for more information	7.4
role_routine-grants	specific_name	sql_identifier		The "specific name" of the function. See Section 32.29 for more information	8.2
role_routine-grants	specific_name	sql_identifier		The "specific name" of the function. See Section 33.29 for more information	8.3
role_routine-grants	specific_name	sql_identifier		The "specific name" of the function. See Section 33.33 for more information	8.4
role_routine-grants	specific_name	sql_identifier		The "specific name" of the function. See Section 34.33 for more information	9.0
role_routine-grants	specific_name	sql_identifier		The "specific name" of the function. See Section 34.38 for more information	9.1
role_routine-grants	specific_name	sql_identifier		The "specific name" of the function. See Section 34.40 for more information	9.2,9.3,9.4,9.5
role_routine-grants	specific_name	sql_identifier		The "specific name" of the function. See Section 35.40 for more information	9.6
role_routine-grants	specific_name	sql_identifier		The "specific name" of the function. See Section 36.40 for more information	10
role_routine-grants	specific_name	sql_identifier		The "specific name" of the function. See Section 36.41 for more information	12,13
role_routine-grants	specific_name	sql_identifier		The "specific name" of the function. See Section 37.40 for more information	11
role_routine-grants	specific_schema	sql_identifier		Name of the schema containing the function	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
role_table-grants	grantee	sql_identifier		Name of the group that the privilege was granted to	7.4,8.0,8.1
role_table-grants	grantee	sql_identifier		Name of the role that the privilege was granted to	8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
role_table-grants	grantor	sql_identifier		Name of the role that granted the privilege	8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
role_table-grants	grantor	sql_identifier		Name of the user that granted the privilege	7.4,8.0,8.1
role_table-grants	is_grantable	character_data		YES if the privilege is grantable, NO if not	7.4,8.0,8.1,8.2,8.3,8.4
role_table-grants	is_grantable	yes_or_no		YES if the privilege is grantable, NO if not	9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
role_table-grants	privilege_type	character_data		Type of the privilege: SELECT, DELETE, INSERT, UPDATE, REFERENCES, or TRIGGER	8.2,8.3
role_table-grants	privilege_type	character_data		Type of the privilege: SELECT, DELETE, INSERT, UPDATE, REFERENCES, RULE, or TRIGGER	7.4,8.0,8.1
role_table-grants	privilege_type	character_data		Type of the privilege: SELECT, INSERT, UPDATE, DELETE, TRUNCATE, REFERENCES, or TRIGGER	8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
role_table-grants	table_catalog	sql_identifier		Name of the database that contains the table (always the current database)	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
role_table-grants	table_name	sql_identifier		Name of the table	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
role_table-grants	table_schema	sql_identifier		Name of the schema that contains the table	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
role_table-grants	with_hierarchy	character_data		Applies to a feature not available in PostgreSQL	7.4,8.0,8.1,8.2,8.3,8.4
role_table-grants	with_hierarchy	yes_or_no		Applies to a feature not available in PostgreSQL	9.0,9.1
role_table-grants	with_hierarchy	yes_or_no		In the SQL standard, WITH HIERARCHY OPTION is a separate (sub-)privilege allowing certain operations on table inheritance hierarchies. In PostgreSQL, this is included in the SELECT privilege, so this column shows YES if the privilege is SELECT, else NO	9.2,9.3,9.4,9.5,9.6,10,11,12,13
role_udt-grants	grantee	sql_identifier		The name of the role that the privilege was granted to	9.2,9.3,9.4,9.5,9.6,10,11,12,13
role_udt-grants	grantor	sql_identifier		The name of the role that granted the privilege	9.2,9.3,9.4,9.5,9.6,10,11,12,13
role_udt-grants	is_grantable	yes_or_no		YES if the privilege is grantable, NO if not	9.2,9.3,9.4,9.5,9.6,10,11,12,13
role_udt-grants	privilege_type	character_data		Always TYPE USAGE	9.2,9.3,9.4,9.5,9.6,10,11,12,13
role_udt-grants	udt_catalog	sql_identifier		Name of the database containing the type (always the current database)	9.2,9.3,9.4,9.5,9.6,10,11,12,13
role_udt-grants	udt_name	sql_identifier		Name of the type	9.2,9.3,9.4,9.5,9.6,10,11,12,13
role_udt-grants	udt_schema	sql_identifier		Name of the schema containing the type	9.2,9.3,9.4,9.5,9.6,10,11,12,13
role_usage-grants	grantee	sql_identifier		In the future, the name of the group that the privilege was granted to	7.4,8.0,8.1
role_usage-grants	grantee	sql_identifier		In the future, the name of the role that the privilege was granted to	8.2,8.3
role_usage-grants	grantee	sql_identifier		The name of the role that the privilege was granted to	8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
role_usage-grants	grantor	sql_identifier		In the future, the name of the role that granted the privilege	8.2,8.3
role_usage-grants	grantor	sql_identifier		In the future, the name of the user that granted the privilege	7.4,8.0,8.1
role_usage-grants	grantor	sql_identifier		The name of the role that granted the privilege	8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
role_usage-grants	is_grantable	character_data		YES if the privilege is grantable, NO if not	7.4,8.0,8.1,8.2,8.3,8.4
role_usage-grants	is_grantable	yes_or_no		YES if the privilege is grantable, NO if not	9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
role_usage-grants	object_catalog	sql_identifier		Name of the database containing the object (always the current database)	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
role_usage-grants	object_name	sql_identifier		Name of the object	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
role_usage-grants	object_schema	sql_identifier		Name of the schema containing the object	7.4,8.0,8.1,8.2,8.3
role_usage-grants	object_schema	sql_identifier		Name of the schema containing the object, if applicable, else an empty string	8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
role_usage-grants	object_type	character_data		COLLATION or DOMAIN or FOREIGN DATA WRAPPER or FOREIGN SERVER	9.1
role_usage-grants	object_type	character_data		COLLATION or DOMAIN or FOREIGN DATA WRAPPER or FOREIGN SERVER or SEQUENCE	9.2,9.3,9.4,9.5,9.6,10,11,12,13
role_usage-grants	object_type	character_data		DOMAIN or FOREIGN DATA WRAPPER or FOREIGN SERVER	8.4,9.0
role_usage-grants	object_type	character_data		In the future, the type of the object	7.4,8.0,8.1,8.2,8.3
role_usage-grants	privilege_type	character_data		Always USAGE	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
routine_privileges	grantee	sql_identifier		Name of the role that the privilege was granted to	8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
routine_privileges	grantee	sql_identifier		Name of the user or group that the privilege was granted to	7.4,8.0,8.1
routine_privileges	grantor	sql_identifier		Name of the role that granted the privilege	8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
routine_privileges	grantor	sql_identifier		Name of the user that granted the privilege	7.4,8.0,8.1
routine_privileges	is_grantable	character_data		YES if the privilege is grantable, NO if not	7.4,8.0,8.1,8.2,8.3,8.4
routine_privileges	is_grantable	yes_or_no		YES if the privilege is grantable, NO if not	9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
routine_privileges	privilege_type	character_data		Always EXECUTE (the only privilege type for functions)	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
routine_privileges	routine_catalog	sql_identifier		Name of the database containing the function (always the current database)	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
routine_privileges	routine_name	sql_identifier		Name of the function (may be duplicated in case of overloading)	7.4,8.0,8.1,8.2
routine_privileges	routine_name	sql_identifier		Name of the function (might be duplicated in case of overloading)	8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
routine_privileges	routine_schema	sql_identifier		Name of the schema containing the function	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
routine_privileges	specific_catalog	sql_identifier		Name of the database containing the function (always the current database)	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
routine_privileges	specific_name	sql_identifier		The "specific name" of the function. See Section 30.26 for more information	8.0
routine_privileges	specific_name	sql_identifier		The "specific name" of the function. See Section 31.26 for more information	8.1
routine_privileges	specific_name	sql_identifier		The "specific name" of the function. See Section 32.26 for more information	7.4
routine_privileges	specific_name	sql_identifier		The "specific name" of the function. See Section 32.29 for more information	8.2
routine_privileges	specific_name	sql_identifier		The "specific name" of the function. See Section 33.29 for more information	8.3
routine_privileges	specific_name	sql_identifier		The "specific name" of the function. See Section 33.33 for more information	8.4
routine_privileges	specific_name	sql_identifier		The "specific name" of the function. See Section 34.33 for more information	9.0
routine_privileges	specific_name	sql_identifier		The "specific name" of the function. See Section 34.38 for more information	9.1
routine_privileges	specific_name	sql_identifier		The "specific name" of the function. See Section 34.40 for more information	9.2,9.3,9.4,9.5
routine_privileges	specific_name	sql_identifier		The "specific name" of the function. See Section 35.40 for more information	9.6
routine_privileges	specific_name	sql_identifier		The "specific name" of the function. See Section 36.40 for more information	10
routine_privileges	specific_name	sql_identifier		The "specific name" of the function. See Section 36.41 for more information	12,13
routine_privileges	specific_name	sql_identifier		The "specific name" of the function. See Section 37.40 for more information	11
routine_privileges	specific_schema	sql_identifier		Name of the schema containing the function	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
